ticket_id,customer_id,order_id,created_at,resolved_at,issue_type,priority,status,channel,customer_satisfaction_score,description
TKT00000183,CUST003205,ORD00014229,2023-10-18 16:35:27,,Refund Request,Critical,In Progress,Web Form,,Customer reported an issue related to product information.
TKT00000184,CUST002150,ORD00024235,2025-08-07 03:35:38,2025-08-13 09:35:38,Technical Issue,Critical,Closed,Web Form,1.0,Customer reported an issue related to delivery delay.
TKT00000185,CUST004819,ORD00015927,2025-07-17 20:34:21,,Technical Issue,Low,Open,Phone,,Customer reported an issue related to wrong product.
TKT00000186,CUST003524,ORD00021584,2024-10-22 12:39:23,2024-10-25 09:39:23,Wrong Product,High,Closed,Web Form,2.0,Customer reported an issue related to refund request.
TKT00000187,CUST002334,ORD00003307,2025-10-02 19:14:37,,Missing Item,Medium,In Progress,Chat,,Customer reported an issue related to refund request.
TKT00000188,CUST002897,ORD00006826,2023-04-17 14:04:06,2023-04-18 21:04:06,Account Access,Medium,Resolved,Email,3.0,Customer reported an issue related to missing item.
TKT00000189,CUST004108,ORD00022006,2023-05-28 18:03:58,,Delivery Delay,Medium,Open,Email,,Customer reported an issue related to account access.
TKT00000190,CUST000345,ORD00001959,2023-05-14 00:09:58,,Order Cancellation,High,Open,Web Form,,Customer reported an issue related to refund request.
TKT00000191,CUST000709,ORD00004610,2024-10-02 23:28:10,2024-10-05 19:28:10,Refund Request,Low,Closed,Phone,1.0,Customer reported an issue related to order cancellation.
TKT00000192,CUST000300,ORD00020187,2024-12-03 13:56:35,,Order Cancellation,High,In Progress,Phone,,Customer reported an issue related to damaged product.
TKT00000193,CUST004643,,2024-02-13 15:57:07,,Account Access,Low,In Progress,Chat,,Customer reported an issue related to missing item.
TKT00000194,CUST001977,ORD00017192,2025-12-24 05:44:46,,Technical Issue,Low,Open,Web Form,,Customer reported an issue related to product information.
TKT00000195,CUST002931,ORD00008556,2025-09-11 19:11:32,2025-09-12 11:11:32,Payment Issue,Low,Resolved,Chat,4.0,Customer reported an issue related to delivery delay.
TKT00000196,CUST001310,ORD00027003,2023-01-17 20:36:20,,Payment Issue,High,In Progress,Email,,Customer reported an issue related to damaged product.
TKT00000197,CUST001028,ORD00016425,2026-04-20 06:17:40,,Missing Item,High,Open,Phone,,Customer reported an issue related to order cancellation.
TKT00000198,CUST004097,ORD00025043,2023-08-21 09:34:21,2023-08-25 19:34:21,Technical Issue,Low,Closed,Phone,2.0,Customer reported an issue related to account access.
TKT00000199,CUST004262,ORD00012754,2026-03-31 05:33:11,2026-04-04 14:33:11,Technical Issue,High,Resolved,Web Form,2.0,Customer reported an issue related to refund request.
TKT00000200,CUST004001,ORD00017383,2024-10-02 18:18:21,2024-10-04 07:18:21,Refund Request,High,Closed,Social Media,4.0,Customer reported an issue related to refund request.
TKT00000201,CUST001844,ORD00025978,2024-09-27 16:47:22,,Refund Request,Critical,In Progress,Social Media,,Customer reported an issue related to payment issue.
TKT00000202,CUST000829,ORD00028563,2025-09-27 18:15:48,2025-10-03 19:15:48,Order Cancellation,Medium,Closed,Email,4.0,Customer reported an issue related to payment issue.
TKT00000203,CUST002843,ORD00000978,2026-02-24 04:46:41,,Delivery Delay,High,Open,Web Form,,Customer reported an issue related to wrong product.
TKT00000204,CUST002961,,2023-10-11 03:35:18,2023-10-16 20:35:18,Delivery Delay,Low,Closed,Phone,2.0,Customer reported an issue related to missing item.
TKT00000205,CUST002158,,2025-08-08 10:46:19,2025-08-16 05:46:19,Damaged Product,Low,Resolved,Phone,2.0,Customer reported an issue related to wrong product.
TKT00000206,CUST004629,ORD00008192,2023-03-08 12:35:53,2023-03-15 03:35:53,Technical Issue,Critical,Closed,Email,1.0,Customer reported an issue related to order cancellation.
TKT00000207,CUST003688,,2024-12-05 09:35:07,2024-12-10 02:35:07,Wrong Product,Medium,Resolved,Web Form,2.0,Customer reported an issue related to refund request.
TKT00000208,CUST000875,ORD00010099,2026-03-14 03:56:02,2026-03-20 13:56:02,Product Information,Medium,Resolved,Phone,4.0,Customer reported an issue related to wrong product.
TKT00000209,CUST000564,ORD00010603,2026-06-09 19:12:14,2026-06-12 16:12:14,Refund Request,Medium,Resolved,Phone,5.0,Customer reported an issue related to delivery delay.
TKT00000210,CUST000495,,2025-07-15 10:39:06,,Order Cancellation,Critical,Open,Chat,,Customer reported an issue related to delivery delay.
TKT00000211,CUST002762,,2024-05-03 13:14:16,2024-05-12 06:14:16,Order Cancellation,High,Closed,Chat,3.0,Customer reported an issue related to account access.
TKT00000212,CUST002365,ORD00002418,2024-04-27 06:58:18,2024-05-06 15:58:18,Technical Issue,Critical,Closed,Web Form,5.0,Customer reported an issue related to order cancellation.
TKT00000213,CUST003562,ORD00023204,2023-09-04 03:22:39,2023-09-10 02:22:39,Delivery Delay,Critical,Resolved,Social Media,3.0,Customer reported an issue related to refund request.
TKT00000214,CUST004971,ORD00026282,2024-02-16 07:28:49,,Damaged Product,High,In Progress,Chat,,Customer reported an issue related to missing item.
TKT00000215,CUST003357,,2023-10-19 06:45:30,2023-10-27 18:45:30,Payment Issue,Low,Resolved,Phone,1.0,Customer reported an issue related to delivery delay.
TKT00000216,CUST004862,ORD00006477,2024-05-11 05:21:48,2024-05-14 17:21:48,Order Cancellation,High,Closed,Email,2.0,Customer reported an issue related to payment issue.
TKT00000217,CUST004666,ORD00010061,2024-10-16 16:09:02,,Technical Issue,Low,Open,Email,,Customer reported an issue related to technical issue.
TKT00000218,CUST003903,ORD00007720,2023-08-11 19:36:42,2023-08-19 05:36:42,Technical Issue,Critical,Resolved,Phone,4.0,Customer reported an issue related to technical issue.
TKT00000219,CUST004558,,2023-11-06 22:48:24,,Wrong Product,Critical,Open,Chat,,Customer reported an issue related to technical issue.
TKT00000220,CUST004386,,2025-10-08 11:19:41,2025-10-10 02:19:41,Damaged Product,Medium,Closed,Email,2.0,Customer reported an issue related to order cancellation.
TKT00000221,CUST003586,ORD00025952,2025-09-05 13:45:30,2025-09-05 14:45:30,Product Information,Medium,Closed,Chat,1.0,Customer reported an issue related to delivery delay.
TKT00000222,CUST001588,ORD00007604,2026-03-16 16:37:23,,Damaged Product,Medium,Open,Web Form,,Customer reported an issue related to order cancellation.
TKT00000223,CUST004757,,2024-02-07 12:55:59,2024-02-14 06:55:59,Payment Issue,High,Closed,Social Media,3.0,Customer reported an issue related to damaged product.
TKT00000224,CUST004115,ORD00026548,2025-06-04 04:08:42,,Missing Item,Medium,Open,Web Form,,Customer reported an issue related to technical issue.
TKT00000225,CUST001937,,2026-01-29 02:16:03,2026-02-02 10:16:03,Payment Issue,Medium,Closed,Phone,1.0,Customer reported an issue related to payment issue.
TKT00000226,CUST000565,ORD00023333,2026-04-13 15:29:31,2026-04-19 13:29:31,Order Cancellation,High,Closed,Chat,1.0,Customer reported an issue related to payment issue.
TKT00000227,CUST000327,ORD00029789,2026-01-22 04:47:19,2026-01-28 23:47:19,Delivery Delay,Low,Closed,Web Form,2.0,Customer reported an issue related to refund request.
TKT00000228,CUST003226,ORD00022288,2025-03-26 08:02:48,2025-04-04 18:02:48,Damaged Product,High,Closed,Email,2.0,Customer reported an issue related to payment issue.
TKT00000229,CUST000755,,2026-06-04 21:39:05,,Account Access,Low,In Progress,Email,,Customer reported an issue related to order cancellation.
TKT00000230,CUST001012,ORD00004916,2025-10-19 02:19:09,2025-10-26 12:19:09,Delivery Delay,Low,Closed,Web Form,1.0,Customer reported an issue related to missing item.
TKT00000231,CUST004696,ORD00014841,2023-04-11 03:28:34,2023-04-18 14:28:34,Technical Issue,High,Resolved,Web Form,4.0,Customer reported an issue related to technical issue.
TKT00000232,CUST000622,ORD00002117,2026-03-19 19:24:16,,Technical Issue,Critical,Open,Phone,,Customer reported an issue related to wrong product.
TKT00000233,CUST000476,ORD00027856,2025-01-03 12:20:23,2025-01-05 04:20:23,Product Information,High,Resolved,Phone,3.0,Customer reported an issue related to payment issue.
TKT00000234,CUST004260,,2023-11-16 19:19:31,,Damaged Product,High,Open,Email,,Customer reported an issue related to wrong product.
TKT00000235,CUST004543,,2026-02-08 15:47:10,,Missing Item,Low,Open,Email,,Customer reported an issue related to missing item.
TKT00000236,CUST003709,ORD00020771,2023-05-29 12:24:28,,Account Access,Critical,Open,Social Media,,Customer reported an issue related to refund request.
TKT00000237,CUST001936,,2023-10-29 03:04:23,2023-11-06 21:04:23,Wrong Product,High,Resolved,Phone,1.0,Customer reported an issue related to technical issue.
TKT00000238,CUST003351,ORD00011101,2024-03-02 16:15:00,,Wrong Product,High,In Progress,Email,,Customer reported an issue related to damaged product.
TKT00000239,CUST000429,ORD00002812,2023-09-20 18:35:51,2023-09-24 12:35:51,Missing Item,Critical,Resolved,Web Form,2.0,Customer reported an issue related to product information.
TKT00000240,CUST001933,ORD00016074,2024-05-14 19:10:58,2024-05-17 02:10:58,Delivery Delay,Critical,Closed,Email,2.0,Customer reported an issue related to delivery delay.
TKT00000241,CUST003074,ORD00006898,2024-05-21 07:13:21,2024-05-24 05:13:21,Missing Item,Medium,Resolved,Chat,5.0,Customer reported an issue related to missing item.
TKT00000242,CUST004854,ORD00022352,2025-12-26 17:27:21,,Technical Issue,Critical,In Progress,Web Form,,Customer reported an issue related to technical issue.
TKT00000243,CUST004909,ORD00021927,2024-01-08 10:44:10,2024-01-17 10:44:10,Refund Request,High,Closed,Email,5.0,Customer reported an issue related to missing item.
TKT00000244,CUST000277,,2025-01-29 19:23:58,,Damaged Product,Medium,Open,Chat,,Customer reported an issue related to refund request.
TKT00000245,CUST003500,ORD00021779,2023-05-19 05:13:41,2023-05-21 05:13:41,Delivery Delay,High,Resolved,Chat,1.0,Customer reported an issue related to product information.
TKT00000246,CUST002023,ORD00021405,2024-12-05 01:37:38,,Account Access,Critical,In Progress,Web Form,,Customer reported an issue related to account access.
TKT00000247,CUST003976,ORD00002534,2025-09-11 00:09:35,,Wrong Product,Critical,Open,Web Form,,Customer reported an issue related to damaged product.
TKT00000248,CUST004480,,2023-08-11 09:41:04,,Account Access,Low,Open,Web Form,,Customer reported an issue related to technical issue.
TKT00000249,CUST000965,ORD00002371,2023-09-23 04:53:42,,Product Information,Medium,In Progress,Social Media,,Customer reported an issue related to missing item.
TKT00000250,CUST000496,ORD00010056,2024-01-27 09:21:02,,Refund Request,High,Open,Chat,,Customer reported an issue related to account access.
TKT00000251,CUST002785,ORD00014898,2023-04-15 00:34:19,,Refund Request,Medium,In Progress,Email,,Customer reported an issue related to product information.
TKT00000252,CUST000974,,2024-09-18 18:05:04,2024-09-23 09:05:04,Account Access,Medium,Closed,Chat,5.0,Customer reported an issue related to damaged product.
TKT00000253,CUST004997,ORD00014773,2026-04-10 14:32:00,,Order Cancellation,Medium,In Progress,Web Form,,Customer reported an issue related to account access.
TKT00000254,CUST000117,ORD00027294,2023-03-31 17:10:41,2023-04-01 12:10:41,Wrong Product,Critical,Closed,Chat,4.0,Customer reported an issue related to damaged product.
TKT00000255,CUST001017,ORD00019751,2025-01-01 02:46:02,,Payment Issue,Critical,Open,Social Media,,Customer reported an issue related to missing item.
TKT00000256,CUST003197,ORD00007683,2023-07-09 16:34:53,,Delivery Delay,Medium,Open,Email,,Customer reported an issue related to wrong product.
TKT00000257,CUST002254,ORD00010834,2024-12-31 01:20:00,,Payment Issue,Critical,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00000258,CUST003852,ORD00019625,2023-12-06 01:20:57,,Refund Request,High,Open,Phone,,Customer reported an issue related to payment issue.
TKT00000259,CUST004083,ORD00004123,2024-08-07 10:41:10,2024-08-14 19:41:10,Delivery Delay,Medium,Closed,Web Form,3.0,Customer reported an issue related to wrong product.
TKT00000260,CUST003710,ORD00015272,2024-10-26 00:58:49,,Missing Item,High,Open,Email,,Customer reported an issue related to account access.
TKT00000261,CUST001360,ORD00010575,2023-06-14 00:28:00,,Missing Item,Medium,In Progress,Chat,,Customer reported an issue related to account access.
TKT00000262,CUST000298,ORD00006526,2025-01-24 04:24:13,,Delivery Delay,Low,Open,Web Form,,Customer reported an issue related to wrong product.
TKT00000263,CUST004039,ORD00020847,2025-01-23 19:58:34,2025-01-30 06:58:34,Account Access,Medium,Closed,Phone,5.0,Customer reported an issue related to wrong product.
TKT00000264,CUST004603,ORD00016659,2025-06-07 14:26:52,,Product Information,Critical,In Progress,Web Form,,Customer reported an issue related to product information.
TKT00000265,CUST004625,,2025-09-03 00:48:31,2025-09-03 14:48:31,Damaged Product,High,Resolved,Email,2.0,Customer reported an issue related to technical issue.
TKT00000266,CUST000401,ORD00027857,2023-06-28 22:02:22,2023-06-30 22:02:22,Refund Request,Low,Closed,Web Form,1.0,Customer reported an issue related to delivery delay.
TKT00000267,CUST001627,ORD00008199,2026-06-13 03:13:05,2026-06-19 23:13:05,Payment Issue,Low,Resolved,Phone,5.0,Customer reported an issue related to account access.
TKT00000268,CUST004319,ORD00007790,2025-01-19 19:48:36,,Missing Item,High,In Progress,Web Form,,Customer reported an issue related to technical issue.
TKT00000269,CUST000255,ORD00027442,2024-10-26 13:37:53,2024-11-02 09:37:53,Account Access,Critical,Resolved,Email,3.0,Customer reported an issue related to technical issue.
TKT00000270,CUST002220,ORD00025631,2023-05-24 12:13:34,2023-05-27 23:13:34,Wrong Product,High,Resolved,Social Media,4.0,Customer reported an issue related to technical issue.
TKT00000271,CUST002936,ORD00004075,2026-06-02 05:42:18,,Delivery Delay,High,In Progress,Chat,,Customer reported an issue related to damaged product.
TKT00000272,CUST001480,ORD00018679,2023-09-27 21:34:50,2023-10-01 01:34:50,Damaged Product,Low,Resolved,Social Media,1.0,Customer reported an issue related to order cancellation.
TKT00000273,CUST002098,,2025-04-09 17:52:37,2025-04-13 04:52:37,Delivery Delay,Low,Closed,Web Form,3.0,Customer reported an issue related to order cancellation.
TKT00000274,CUST000801,ORD00022192,2025-03-09 05:11:56,2025-03-15 19:11:56,Account Access,Medium,Resolved,Email,5.0,Customer reported an issue related to damaged product.
TKT00000275,CUST002899,ORD00010925,2023-07-25 04:37:51,2023-07-27 06:37:51,Payment Issue,Medium,Resolved,Social Media,3.0,Customer reported an issue related to wrong product.
TKT00000276,CUST001767,ORD00010562,2025-08-04 13:17:36,2025-08-05 04:17:36,Delivery Delay,Critical,Closed,Chat,5.0,Customer reported an issue related to account access.
TKT00000277,CUST001733,ORD00009558,2024-11-03 03:21:35,,Account Access,Medium,Open,Web Form,,Customer reported an issue related to technical issue.
TKT00000278,CUST003513,ORD00011516,2024-10-03 01:53:49,,Account Access,High,In Progress,Phone,,Customer reported an issue related to delivery delay.
TKT00000279,CUST000651,ORD00000870,2023-03-13 23:59:47,2023-03-14 06:59:47,Order Cancellation,Medium,Closed,Web Form,3.0,Customer reported an issue related to account access.
TKT00000280,CUST000197,ORD00010027,2023-05-01 01:13:52,,Account Access,High,Open,Social Media,,Customer reported an issue related to damaged product.
TKT00000281,CUST003005,ORD00001300,2024-10-22 19:21:34,,Damaged Product,High,In Progress,Phone,,Customer reported an issue related to account access.
TKT00000282,CUST001388,ORD00016952,2025-07-14 14:18:01,,Order Cancellation,Low,In Progress,Web Form,,Customer reported an issue related to refund request.
